folder_name,root_name,child_name,years,months,days,speaker,text,CHI_response,adult_coherence_score,child_coherence_score
Snow,030409a,Nathaniel,3.0,4.0,9.0,FAT,uhoh. Dingo. what did he do?,drove into the water. read this one.,0.9,0.8
MacWhinney,021017a,Ross,2.0,10.0,17.0,FAT,how do you know? you can tell. how do you know it's a story on a tape?,it go. it got Charlie Brown tape on it.,0.9,0.8
Weist/Matt,030002,Matt,3.0,0.0,2.0,MOT,oh we get to both be under the same spaceship? okay. we're gonna fly! we're gonna fly oh we. should we fly low or high?,we're high.,0.9,0.9
NewmanRatner/24,5707RT,5707RT24,2.0,0.0,,MOT,ah ice cream? I don't think that's what you're saying what is this?,yyy.,0.7,0.3
Bliss,noraimee,Aimee,5.0,4.0,,CLI,Aimee you are right. thank_you. can we use the kitchen sink? can you reach or would the bathroom. that would be okay?,okay where is it?,0.9,0.8
MacWhinney,030426b,Ross,3.0,4.0,26.0,FAT,I see. what kind what was the boy like?,huh?,0.9,0.4
Bloom/Peter,020503,Peter,2.0,5.0,3.0,PAT,is there a girl in there?,right. see.,0.9,0.8
Brown/Sarah,030918,Sarah,3.0,9.0,18.0,ROG,could be paint. couldn't it? yes. that spilled. didn't it? what did that do?,that spilled?,0.9,0.8
Valian,21b,,2.0,6.0,12.0,MOT,"yes, and where's the fire engine?",let's go get the ladder truck. I'll go find the ladder truck.,0.9,0.9
NewmanRatner/18,5543EF,5543EF18,1.0,6.0,,MOT,yeah bottle. right. what's this? you want this?,Mommy.,0.8,0.8
Weist/Matt,040405,Matty,4.0,4.0,5.0,MOT,I don't know. what if they're too loud?,"during the night, they sleep.",0.8,0.4
Gelman/2004-Gender,43,,4.0,11.0,7.0,MOT,I see. how do you play it?,one foot then two feet then one foot then two feet then one foot then.,0.9,0.8
Clark,020627,Shem,2.0,6.0,27.0,MOT,mhm. mhm. and they're rubbing and brushing all the pots and pans with brushes and sponges. so what does Ma dog give to Dudley and Sam for a present because they caught the thieves? what do you think she's going to give them?,present of pots and pans.,0.9,0.7
MacWhinney,020617e,Ross,2.0,6.0,17.0,FAT,do you want me to go now?,you get out. you drive the airplane „ okay?,0.8,0.3
Weist/Roman,020507,Roman,2.0,5.0,7.0,JEN,"Ernie? this is Ernie, yeah. hi Ernie. why don't you have Bert tell the story to Ernie, okay?",okay.,0.9,0.9
HSLLD/HV7/ET,rauet7,,9.0,9.0,18.0,MOT,where's the other piece that goes on here?,I'm using it.,0.9,0.9
Weist/Matt,031021,Matt,3.0,10.0,21.0,MOT,what? what's wrong with that one?,this has tape on it.,0.9,0.9
HSLLD/HV3/BR,zanbr3,,5.0,7.0,20.0,MOT,one Sunday morning the warm sun came up and pop out_of the egg came a tiny and very hungry caterpillar. where's the caterpillar?,boy I like this book.,0.9,0.2
Brown/Adam,041023,Adam,4.0,10.0,23.0,URS,I don't think I do. do you?,take a long piece of this. I bet you don't know how to make a bigger bow and arrow.,0.8,0.4
Weist/Roman,040720,Roman,4.0,7.0,20.0,CAR,they were walking. they weren't climbing trees or anything?,no.,0.9,0.9
Gelman/2016-Robodog,34,,3.0,6.0,,MOT,I don't think so. what'd you see on its face?,nothing.,0.9,0.9
Morisset/UCLA,346m36,,3.0,3.0,,MOT,okay. what about the tray there?,where? this?,0.9,0.8
Brown/Sarah,030103,Sarah,3.0,1.0,3.0,MOT,put them back? now what are you doing? how many you going to have?,three.,0.9,0.9
Hicks/Kinder/event,evt013,Bess,5.0,7.0,,RES,the little boy is looking for his balloon. and he's looking and looking. and the gang of boys are climbing over a wall with the balloon. they have attached a long string to the balloon. and they're climbing some stairs. can you take over now. and be the sportscaster?,and he was looking and looking and looking. and he still was looking. and he still was looking. and then he saw his balloon. and they were fighting over his balloon.,0.9,0.9
Gelman/2014-IndDiff,04C-R2,,4.0,5.0,6.0,INV,what more can you tell me?,"um. it flap his wings. and some um- some are white. some are yellow. some um are black. some um are black and white. and orange. and has little dotty things. and um. and um. like first um they turn in, first um they are caterpillars. then they live in the cocoon. then they come out. then um they are- they um are butterflies.",0.9,0.9
VanKleeck,megan1,Megan,3.0,11.0,,ADU,what are you gonna do now? what are you making?,"a building, it always falls. it always falls. it's gonna fall, I think.",0.9,0.9
Gelman/2004-Gender,06,,2.0,6.0,10.0,MOT,who can play with toy trucks?,"I, I be daddy.",0.8,0.6
Weist/Matt,050005,Matt,5.0,0.0,5.0,MOT,two more quarters. I gotta pay you more? all the money. okay?,all the money's mine.,0.4,0.7
VanKleeck,justin1b,Justin,3.0,10.0,,ADU,I didn't blow it good. you wanna try it again?,uhhum.,0.8,0.4
Morisset/Seattle,706m30,,2.0,6.0,,MOT,want something to drink?,mhm.,0.9,0.8
Bloom/Peter,020213,Peter,2.0,2.0,13.0,PAT,are you playing? a very nice tune?,bring the microphone. bring the tape recorder. tape recorder. tape recorder!,0.7,0.8
NewEngland/32,26,Kristen,2.0,7.0,12.0,FAT,oh thank_you. you wanna put one on?,no you do it.,0.8,0.7
Weist/Ben,020510,Benjamin,2.0,5.0,10.0,MOT,what was the horsie doing?,the horsie wanna go down the slide.,0.8,0.9
Nippold,ZM,ZM,7.0,6.0,,INV,that sounds like fun. so is there a teacher that runs the after school club for chess?,yes.,0.9,0.9
Suppes,020206,Nina,2.0,2.0,6.0,MOT,what shall we do? want me to tear it out? okay. here we go. what do you wanna draw on this?,I draw star.,0.8,0.9
Weist/Matt,020905,Matt,2.0,9.0,5.0,MOT,a map or do you know what this thing is?,a flag.,0.8,0.9
Bates/Free20,paula,Paula,1.0,8.0,,MOT,oh I know what that is. those are the benches for the picnic table. see? for the picnic table. that's what those are. yeah. should we set up a little picnic here? would you like the dollies to go to a picnic? okay okay. then put the dollies in the car so_that we can drive to the picnic. okay? wanna do that? just interested in those aren't ya? you wanna take the dollies to a picnic? you do? well ya better. okay. ya better put them in the car. then. do you wanna put the dollies in the car so we can go byebye? and go to the park. and swing. you do? okay. we're gonna get the dollies in the car. okay. get the car and we'll get the dollies. and. should we take your dog along with us too? should we take the dog along too? huh? oh one at a time. can you find the chicken there? can you find the chicken in there? where's the chicken? where's the chickie? huh? do you know where the chickie is?,chick.,0.6,0.4
Valian,13a,,2.0,4.0,2.0,INV,can you show me your boo boo?,"right, right there.",0.9,0.9
Gelman/2014-IndDiff,66C-P1,,4.0,5.0,18.0,MOT,"a ladder. I think you figured that one out all by yourself. you're right. he has got, a hat on. to cover his head to protect it. what else does he have on to protect him?",clothes.,0.9,0.8
Gleason/Father,isadora,Isadora,3.0,7.0,1.0,FAT,I don't think that's a lady. I think that's a little girl dressed up like a mommy. doesn't that look like a little girl? so. the little girl's playing with her cat pretending her cat is a doll. an she walks along. and she's gonna pick some flowers. does that look like a dandelion?,what?,0.8,0.3
Gelman/2014-IndDiff,16C-R1,,4.0,4.0,10.0,INV,what more can you tell me?,the painting has vegetables in it and and a farmer. and and a gate and grass and and a barn and and a her house.,0.8,0.9
HSLLD/HV2/BR,rembr2,,5.0,0.0,16.0,MOT,alright. what's this?,coat.,0.9,0.9
VanHouten/Threes/freeplay,nipf,Adam,3.0,4.0,1.0,INV,on this side? okay. can this one go on the merry-go-round?,no he hasta try the slide.,0.8,0.7
Hall/WhitePro,gas,Gabriel,4.0,9.0,,MOT,Pluto? where is Pluto?,this.,0.9,0.8
Gelman/2014-IndDiff,18C-P1,,4.0,10.0,5.0,MOT,green bean? where does uh where sit down please. sit down please. where does the broccoli list-how would you rate broccoli in your list of favorites?,I would grow it.,0.7,0.6
Gelman/2004-Gender,59,,6.0,5.0,26.0,MOT,"no, so who do you think it might be?",a kid.,0.8,0.8
Brown/Sarah,020914,Sarah,2.0,9.0,14.0,MOT,ducks? you like all the little ducks?,two.,0.9,0.7
Gelman/2014-IndDiff,47C-R1,,4.0,5.0,12.0,INV,"mm, can you tell me a little bit more?",how much?,0.8,0.4
Tardif,e21,Matthew,1.0,7.0,15.0,MOT,"honey. come here. come here. come here. oop. just for a minute. just for a minute, okay? okay? don't be grumpy. okay? let's look at this book. what's this. a brush? you brush your hair? yeah? what do we do with flowers? smell? can you smell? wanna smell the book? smell. does it smell? no. ah, what's he doing? is he cleaning the sandbox? huh? what's in his hand? shovel? shovel? you've got a sandbox. a car. what color is that car?",what's that?,0.9,0.8
Brown/Sarah,040919,Sarah,4.0,9.0,19.0,MOT,oh you know why. I thought I'd never set through. one. then two. then three. the wild ones. there they are. right there. huh? you know what's gonna happen to you. huh?,what?,0.7,0.7
Gelman/2014-IndDiff,34C-P2,,4.0,10.0,16.0,MOT,yeah you don't like salt?,mm-mm.,0.9,0.9
Kuczaj,030517,Abe,3.0,5.0,17.0,FAT,oh well. what did you do?,I don't know.,0.8,0.6
Kuczaj,040321,Abe,4.0,3.0,21.0,FAT,why wouldn't you be scared?,I wouldn't throw my ax. because axes are only for protection.,0.8,0.8
Suppes,020122,Nina,2.0,1.0,22.0,MOT,that's the bottom of the snowman. will you make the eyes for the snowman?,uhhuh.,0.9,0.8
Gelman/1998-Books/picturebook35,33,,3.0,0.0,24.0,MOT,"yes we do. remember, you took pop out of it last night? you broke one? doesn't that look like our refrigerator?","no, I broke one.",0.8,0.8
Brown/Adam,040729,Adam,4.0,7.0,29.0,MOT,why is it dangerous? does it go in this box?,no. no. it's isn't.,0.8,0.7
Higginson/June,june11,June,1.0,8.0,,MOT,beads. okay. what's this?,yyy.,0.8,0.3
MacWhinney,041125b,Ross,4.0,11.0,25.0,FAT,how come you didn't get killed Marky?,you go back and forth. and you go back and forth. and then you come back from your school and go back in the car and then get all mixed up about who picks up. he cried in and he cried in book.,0.7,0.4
McCune/Jase,011000,Jase,1.0,10.0,0.0,MOT,ball right. can you say yarn?,yarn.,0.8,0.9
NewmanRatner/24,6598JM,6598JM24,2.0,0.0,,MOT,yeah. gotta shake it. shake it in the pot. uhhuh. and then can you stir it with the spoon? can you find the spoon?,yyy.,0.9,0.2
Weist/Ben,021008,Benjamin,2.0,10.0,8.0,RYA,"what's happening, Mom? what's happening?",her is falling.,0.9,0.8
VanHouten/Threes/freeplay,cherryf,Erica,3.0,4.0,13.0,INV,and what does she tell these little children? what does Mommy say to the little children when they're on the merry-go-round?,get off.,0.9,0.7
Suppes,030308,Nina,3.0,3.0,8.0,MOT,which dollies are gonna go swimming?,Raggedy_Ann and this dolly.,0.9,0.9
Weist/Matt,030924,Matt,3.0,9.0,24.0,MOT,you needta look for the color?,it's on the bottom.,0.8,0.8
Weist/Roman,040317,Roman,4.0,3.0,17.0,FAT,so Spiderman is real?,no I don't mean Spiderman.,0.9,0.8
NewEngland/32,25,David,2.0,9.0,1.0,MOT,right. and what's that in his hand?,toothpaste. why is he squishing it?,0.9,0.9
Weist/Jillian,020604,Jillian,2.0,6.0,4.0,CAT,is this my piece? thank you. okay. what should I draw?,"should draw, you draw me!",0.9,0.9
Gopnik/questionnaire,q00411,Student,5.0,0.0,,INT,yeah. how did the tree get back up?,they picked it up.,0.9,0.8
NewEngland/32,19,Andrew,2.0,8.0,,MOT,looks like a clock to me. why don't you put this book away in the box and I'll see what's in the next box up on the desk? okay? here. you put that away. see if you can put the top on the box and I'll see what's on the desk. can you put the top on that now? here I'll give you a helping hand. there. you put that up on the desk. thank_you. good work. crash. alright. that's alright. I can fix that later. what's in here?,I don't know. okay.,0.9,0.7
HSLLD/HV5/BR,rocbr5,,7.0,10.0,23.0,MOT,wait a minute what kind of. caterpillar? what did you say?,huge. let me see.,0.9,0.8
HSLLD/HV2/MT,bramt2,,5.0,4.0,8.0,MOT,should eat two peas. peas are good for you. you like peas. what happened?,alright I'll try. some.,0.9,0.8
Brown/Sarah,020307,Sarah,2.0,3.0,7.0,MOT,a doggy. and what's this?,a boat.,0.9,0.9
Post/Lew,020122,Lew,2.0,1.0,22.0,MOT,yellow got all of them? you got them all in there?,whoa.,0.9,0.4
HSLLD/HV1/TP,mittp1,,3.0,11.0,17.0,MOT,oh yeah? what kind is it? yeah? can I have a chocolate brownie? or do I get cake?,cake.,0.9,0.9
Gelman/2016-Robodog,31,,3.0,6.0,,MOT,see him he's like moving and wiggling? do you like that? what color does do you think that fish is?,that's water.,0.8,0.2
Bloom/Eric,010914,Eric,1.0,9.0,14.0,LOI,machine? what? what are you building?,yyy machine.,0.9,0.6
Sachs,020018,Naomi,2.0,0.0,18.0,MOT,can you show me how Coco jumps on Sandy?,jump. Sandy.,0.9,0.8
Bohannon/Nat,jim,Nathaniel,3.0,0.0,,JJJ,the boy's driving it. what are the girls doing?,riding on it.,0.9,0.9
Brown/Adam,031015,Adam,3.0,10.0,15.0,MOT,that looks like an elbow. doesn't it?,that's a macaroni. pepper. these are peppers.,0.8,0.8
Valian,04b,,1.0,9.0,25.0,MOT,"that's all, all done. all done. okay?",mommy.,0.8,0.4
Brown/Adam,030814,Adam,3.0,8.0,14.0,MOT,it must have come from another one. where's my farm yard truck?,no. I gonna run in it. Mommy. did I break the animals?,0.8,0.7
Suppes,020921,Nina,2.0,9.0,21.0,MOT,no. now it's right side up. where did you put the crib? what room is that?,the living room.,0.9,0.9
Brown/Adam,030801,Adam,3.0,8.0,1.0,MOT,I don't remember what goes first on the train. what comes first on the train?,I. maybe this comes first on the train. maybe this goes first on the train.,0.9,0.8
Gelman/2014-IndDiff,13C-P1,,4.0,9.0,5.0,MOT,do do you want to know what the flying man's called?,mm.,0.8,0.2
MacWhinney,050309c,Ross,5.0,3.0,9.0,FAT,how did you know that?,because I knew your name.,0.8,0.8
Weist/Roman,030918,Roman,3.0,9.0,18.0,FAT,"what do you hafta do with that, Roman?",caterpillar.,0.8,0.4
Peters,020016,Seth,2.0,0.0,16.0,FAT,where did he go. where did Humpty Dumpty go?,un go get it?,0.9,0.6
Hall/WhitePro,zoe,Zoe,4.0,9.0,,MOT,what do you think you can buy with it?,a nose. Daniel.,0.8,0.4
HSLLD/HV3/TP,rautp3,,5.0,7.0,29.0,MOT,three cups? count again. now how many cups?,one two three four.,0.9,0.9
Clark,030020,Shem,3.0,0.0,20.0,INV,oh. but what do you use to tell him to go away?,a telescope.,0.8,0.4
Nippold,CT,CT,14.0,3.0,,INV,and do you want to ask me anything?,"no I would not. oh wait. what is this so what is this study like trying like to find out? what, what something more about chess or something?",0.8,0.7
Gelman/2014-IndDiff,35C-P1,,4.0,4.0,25.0,MOT,you're done? you don't want to look through it anymore?,no. can we go?,0.9,0.8
Morisset/UCLA,346m36,,3.0,3.0,,MOT,no. read this one. I want you to read this one. what's this?,a shoes.,0.9,0.8
Suppes,030010,Nina,3.0,0.0,10.0,MOT,do you think the baby would get hurt if she fell down the stairs?,yup.,0.9,0.7
HSLLD/HV1/TP,bratp1,,3.0,7.0,20.0,MOT,what kind of juice is it?,pssh pssh. papa juice.,0.8,0.4
NewEngland/20,86,Krystal,1.0,8.0,25.0,MOT,okay are you gonna draw with that one?,no.,0.9,0.8
Gelman/2014-IndDiff,12C-R2,,4.0,9.0,31.0,INV,what more can you tell me?,mm it's throwing the ball.,0.8,0.6
Weist/Matt,040017,Matt,4.0,0.0,17.0,MOT,okay how should we set this up?,bye bye baby.,0.8,0.2
Tardif,e10,April,1.0,7.0,9.0,MOT,okay we'll leave it down there then. okay we'll leave it down there. what do you want?,duck.,0.8,0.4
Clark,020321,Shem,2.0,3.0,21.0,INV,oop! what's he doing?,in the kaydia a and rings and a cut. cut it the thing a thing an a going a and and and go and thing.,0.8,0.1
Hall/WhitePro,job,Joey,4.0,9.0,,MOT,"yeah, if you finish your supper you can have some. maybe with a little sherbet. will that be nice?",mhm.,0.9,0.8
PetersonMcCabe,54,Mary,6.0,7.0,,INV,have you ever been to the doctor's?,0of course I went to the dentist.,0.9,0.8
Gelman/2014-IndDiff,55C-R1,,4.0,4.0,28.0,INV,what more can you tell me?,it it jumps.,0.8,0.6
Gelman/2004-Gender,59,,6.0,5.0,26.0,MOT,well do you think I would tell you?,no.,0.9,0.8
NewEngland/32,02,Margaret,2.0,8.0,1.0,MOT,that's the Cookie_Monster? who's this?,no mine.,0.9,0.7
Demetras1,031127b,Trevor,3.0,11.0,27.0,FAT,watch them. here they go. are they slipons or slip_offs?,slipons or slip_offs.,0.9,0.8
Demetras1,031022,Trevor,3.0,10.0,22.0,FAT,"two fingers, like that?",now at the last one there's the big holed one. so do it like this.,0.7,0.7
Hall/WhiteWork,kao,Kayode,4.0,9.0,,MOT,do they have big in school?,"boy, it sure long?",0.8,0.4
MacWhinney,040223,Ross,4.0,2.0,23.0,FAT,do you want baby aspirin?,no. I want big boy aspirin. good that I coughed to the wall and that I didn't cough in Mommy's face. cause then she might get the germs. when will my germs be over?,0.9,0.9
MacWhinney,040305b,Ross,4.0,3.0,5.0,MOT,who else was there with Nana?,Debbie was.,0.9,0.9
HSLLD/HV1/BR,inabr1a,,3.0,9.0,10.0,MOT,she really loves it. Annie and her pillow went outside and watched the hammer and a can of paint disappear. around the corner. suddenly there was a loud crunch. awoh. something like. earthquake huh Mariana? Annie turned around. the house was standing up. I think it's that page. which one is that?,this one.,0.8,0.8
Gelman/1998-Books/picturebook35,17,,2.0,11.0,14.0,MOT,traffic light. boot. what's this?,a boot.,0.9,0.9
Gelman/2004-Gender,01,,2.0,10.0,4.0,MOT,not very much. what's this?,it's a chair.,0.9,0.9
Gelman/2004-Gender,31,,4.0,5.0,12.0,MOT,"Firstname can, your brother can. who else?","hm, hm.",0.8,0.3
Weist/Matt,030924,Matt,3.0,9.0,24.0,MOT,hit them all down. do you remember what they call it if you get them all down?,a turkey.,0.9,0.9
Nippold,WA,WA,10.0,3.0,,INV,okay. how old were you when you first started to play?,I started at ten.,0.8,0.8
Demetras1,020105,Trevor,2.0,1.0,5.0,FAT,"yuck. you cut mine some more, okay?",see it?,0.8,0.6
Weist/Matt,020805,Matt,2.0,8.0,5.0,MOT,and then the green aliens hurt them. and then what happened?,you tell me.,0.9,0.8
Nippold,KS,KS,13.0,0.0,,INV,"now tell me about the goals of chess. in other words, what are the players trying to do?",well the major goal is to make it so the king is being attacked by a piece and it has nowhere it can move. and it has nowhere no pieces that can go in front of that piece that is attacking it and no pieces that can take those pieces that is attacking it.,0.9,0.9
